ST_ID,LATITUDE,LONGITUDE
1,"54,099300","34,364900"
2,"54,133200","34,351500"
3,"54,191300","34,346200"
4,"54,080000","34,260800"
5,"54,060800","34,144400"
7,"54,032000","34,019900"
8,"54,012100","33,946500"
9,"53,995500","33,860400"
17,"53,750600","34,408100"
18,"53,719100","34,407500"
19,"53,698500","34,395100"
20,"53,676000","34,396400"
21,"53,786800","34,409600"
22,"53,831000","34,431300"
23,"53,865000","34,422500"
24,"53,888000","34,426500"
25,"53,930100","34,399600"
26,"53,969300","34,399300"
27,"53,988500","34,403600"
28,"54,019900","34,417100"
30,"54,232100","34,361700"
31,"54,292000","34,340100"
32,"54,310800","34,340400"
33,"54,167700","35,113700"
34,"54,190600","35,007700"
35,"54,184400","35,035700"
36,"54,199500","34,946900"
37,"54,221600","34,816100"
38,"54,208700","34,859900"
39,"54,203400","34,913000"
40,"54,236700","34,760500"
41,"54,263700","34,678600"
42,"54,308700","34,527900"
43,"54,334100","34,433500"
44,"54,353500","34,319200"
45,"54,365900","34,259900"
46,"54,415900","34,296600"
47,"54,484200","34,299300"
48,"54,438400","34,295100"
49,"54,387900","34,197400"
50,"54,413000","34,034000"
51,"54,514500","36,761400"
52,"54,492800","36,844300"
53,"54,501400","36,886000"
55,"54,568500","36,586400"
56,"54,596100","36,524300"
57,"54,607400","36,495100"
58,"54,605800","36,459300"
59,"54,600800","36,389000"
60,"54,584700","36,333800"
61,"54,555200","36,307400"
62,"54,533500","36,279100"
63,"54,565500","36,244500"
64,"54,612700","36,206400"
65,"54,619300","36,156800"
66,"54,635700","36,137600"
67,"54,677200","36,099800"
68,"54,649800","36,126900"
69,"54,690600","36,072500"
70,"54,690000","36,020700"
71,"54,695100","35,975000"
72,"54,728900","35,972100"
73,"54,773900","35,915200"
74,"54,818400","35,789800"
75,"54,846000","35,738000"
76,"54,892100","35,675400"
77,"54,930400","35,595200"
78,"54,950200","35,471500"
79,"54,950400","35,433800"
80,"54,967700","35,399000"
81,"54,988500","35,309700"
82,"55,005400","35,221300"
83,"55,018900","35,141900"
84,"55,058300","35,063900"
85,"55,082800","35,010100"
86,"55,135200","34,902400"
87,"55,139900","34,845200"
88,"55,149200","34,789300"
89,"55,163800","34,730800"
90,"55,181900","34,663400"
91,"55,177300","34,601700"
92,"55,169600","34,534300"
93,"55,169500","34,487000"
94,"55,170200","34,429500"
95,"55,669000","37,730500"
96,"55,685000","37,733900"
97,"55,707300","37,729500"
98,"55,734100","37,702000"
99,"54,886000","37,429600"
100,"54,960800","37,451100"
101,"54,996100","37,462000"
102,"54,923700","37,395300"
103,"55,041200","37,477500"
104,"55,093700","37,494900"
105,"55,149300","37,490100"
106,"55,181300","37,486800"
107,"55,224900","37,485600"
108,"55,248300","37,493600"
110,"55,312400","37,515700"
111,"55,218500","37,519300"
112,"55,178900","37,745000"
113,"55,357000","37,527000"
114,"55,384600","37,534100"
115,"55,403600","37,548500"
116,"55,431600","37,565400"
117,"56,165800","43,871900"
118,"56,187100","43,949700"
119,"56,199100","44,021000"
120,"56,209200","44,054700"
121,"56,222300","44,082100"
122,"56,237700","44,040300"
123,"56,187700","44,078900"
124,"56,172300","44,162200"
125,"56,156400","44,184800"
126,"56,137400","44,135700"
127,"56,251600","43,981100"
128,"58,517500","49,458700"
129,"58,530700","49,489400"
130,"58,552100","49,543000"
131,"58,567500","49,618200"
132,"58,606100","49,643800"
133,"58,530200","49,673200"
134,"58,606100","49,643800"
135,"58,621900","49,653700"
136,"58,462600","49,252500"
137,"58,487900","49,361400"
138,"58,470800","49,309500"
139,"58,645900","49,518900"
140,"58,621700","49,632200"
141,"58,718900","50,179700"
142,"58,674900","50,138600"
143,"58,675200","50,031100"
144,"58,639800","49,732600"
145,"58,731400","49,562100"
146,"58,785800","49,560400"
147,"58,838900","49,510900"
148,"59,772400","49,382000"
149,"58,948300","49,391800"
150,"58,997000","49,310700"
151,"58,921700","49,426200"
152,"58,855700","49,503300"
153,"58,871800","49,489700"
154,"59,043500","49,272600"
155,"59,106300","49,188000"
156,"59,128600","49,154600"
157,"59,159100","49,098900"
158,"59,225200","49,035300"
159,"59,267300","49,078600"
160,"59,307700","49,110800"
161,"59,363300","49,046700"
162,"59,396800","48,963800"
163,"59,444500","48,904900"
164,"59,479800","48,860300"
165,"59,511100","48,814100"
166,"59,542500","48,742400"
167,"59,581800","48,675200"
168,"59,628200","48,619800"
169,"59,657700","48,568200"
170,"59,683100","48,505000"
171,"59,727300","48,417000"
172,"59,760500","48,375400"
173,"59,848800","48,274800"
174,"59,879900","48,186800"
175,"59,948100","48,172000"
176,"59,993600","48,125600"
177,"60,052300","48,042900"
178,"60,091900","47,965300"
179,"60,131900","47,894500"
180,"60,190200","47,887900"
181,"60,251500","47,785800"
182,"60,331000","47,699700"
183,"60,380500","47,616000"
184,"60,404700","47,533300"
185,"60,399600","47,290200"
186,"60,365800","47,124400"
187,"60,356700","47,078100"
188,"60,469100","47,487600"
189,"60,505400","47,386000"
190,"60,556800","47,334100"
191,"60,600300","47,278800"
192,"60,646800","47,208700"
193,"60,703700","47,225700"
194,"60,747700","47,178600"
195,"60,759600","47,166300"
196,"60,785100","47,138500"
197,"60,817600","47,061000"
198,"60,895000","47,256300"
199,"60,893600","47,368900"
200,"58,628400","49,567100"
201,"58,495300","49,698500"
202,"58,470400","49,813200"
203,"58,471400","49,911100"
204,"58,464200","50,074200"
205,"58,537500","49,986700"
206,"58,437300","50,232500"
207,"58,416500","50,353000"
208,"58,445400","50,476600"
209,"58,462900","50,636900"
210,"58,480100","50,707700"
211,"58,451200","50,518700"
212,"58,434300","50,991200"
213,"58,403900","51,134200"
214,"58,416500","51,283500"
215,"58,404000","51,395200"
216,"58,397800","51,511600"
217,"58,355400","51,592000"
218,"58,319500","51,734700"
219,"58,296300","51,838600"
220,"58,287200","51,959200"
221,"58,248500","52,111600"
222,"58,220000","52,155200"
223,"58,203000","52,215100"
224,"58,304700","52,170800"
225,"58,360700","52,199500"
226,"58,398800","52,127000"
227,"58,444300","52,179000"
228,"58,509900","52,183600"
229,"58,560400","52,209200"
230,"58,680900","52,209200"
231,"58,774100","52,295100"
232,"58,870900","52,344400"
233,"58,928800","52,367900"
234,"58,997400","52,404000"
235,"59,051200","52,335500"
236,"59,125000","52,338000"
237,"48,576543","24,893259"
239,"48,622632","24,584711"
242,"48,690511","24,615034"
245,"48,823898","24,719547"
246,"49,063583","23,871892"
249,"48,982023","23,987334"
253,"48,935231","23,912955"
254,"48,998878","24,163167"
257,"49,012156","24,349499"
261,"48,999957","24,596826"
263,"49,259332","24,495089"
266,"49,216716","24,647826"
269,"49,137159","24,732677"
270,"49,090469","24,796440"
271,"49,038935","24,759865"
273,"48,985709","24,710539"
275,"48,918936","24,726633"
277,"48,876556","24,751132"
278,"48,821725","24,786800"
281,"48,736639","24,845258"
287,"48,597892","25,081142"
288,"48,533882","25,062902"
294,"48,682206","25,477152"
297,"48,508830","25,168018"
298,"48,473208","25,309186"
301,"48,429326","25,504729"
302,"48,411793","25,592571"
303,"48,382027","25,510394"
307,"48,298968","25,253625"
308,"48,249228","25,193045"
309,"48,399747","25,653037"
310,"46,827571","29,469501"
314,"46,844144","29,634172"
315,"46,802550","29,862155"
316,"46,623195","29,919696"
317,"46,837467","29,474994"
321,"46,887134","29,284255"
323,"46,905707","29,174743"
326,"46,927122","29,050570"
328,"46,961718","28,922931"
329,"47,009177","28,863193"
332,"47,087688","28,740124"
334,"47,149287","28,619486"
336,"47,188738","28,448683"
337,"47,242307","28,335730"
339,"47,325476","28,089911"
342,"47,322324","27,885805"
345,"47,212020","27,804609"
346,"51,504500","45,978800"
351,"47,212020","27,804609"
352,"47,203376","27,800270"
358,"47,544967","27,741057"
360,"47,619604","27,772624"
363,"47,723653","27,824141"
364,"47,792157","27,505702"
365,"47,762441","27,911345"
366,"47,785209","27,929175"
368,"59,440429","24,737668"
369,"59,414830","24,740905"
370,"59,485055","24,934422"
371,"59,485055","24,934422"
372,"59,415005","24,740905"
373,"59,466536","24,968791"
374,"59,466536","24,968791"
375,"59,401151","24,932946"
378,"59,366310","25,178662"
380,"59,339033","25,327113"
383,"59,285330","25,611719"
387,"59,254649","25,819960"
388,"59,357516","26,365098"
389,"59,338832","26,151747"
390,"59,357516","26,365098"
393,"59,348791","26,841576"
394,"59,351517","26,958370"
395,"59,358505","27,058266"
396,"59,399892","27,260950"
397,"59,356735","27,404712"
398,"59,376275","27,584133"
399,"59,372839","27,773439"
400,"59,363949","27,928339"
401,"59,368720","28,063082"
402,"59,371743","28,165492"
403,"59,371743","28,165492"
404,"59,162759","26,108357"
406,"58,989215","26,244086"
413,"58,554712","26,590048"
415,"58,466469","26,660103"
418,"58,376149","26,703829"
421,"58,272692","26,771531"
429,"58,069439","27,092805"
432,"58,004036","27,356098"
434,"57,919468","27,471517"
437,"57,838886","27,473196"
444,"57,826918","27,029786"
449,"57,828226","26,536222"
455,"58,224749","26,423917"
464,"58,130708","26,328172"
467,"58,051592","26,239484"
470,"57,946880","26,240189"
472,"57,862783","26,189455"
474,"57,774649","26,055318"
475,"57,754079","26,002708"
478,"57,755178","26,003994"
479,"57,633415","25,694413"
481,"57,519618","25,436613"
483,"57,385056","25,409969"
485,"57,310241","25,279366"
487,"57,196367","25,168251"
490,"57,774649","26,055318"
501,"57,185312","26,765670"
512,"55,470500","37,555400"
513,"55,510200","37,562200"
514,"55,571200","37,611500"
515,"55,589800","37,615100"
516,"55,603000","37,632100"
517,"55,618500","37,668800"
518,"55,640400","37,689100"
519,"55,661400","37,717000"
520,"55,674100","37,728000"
521,"55,745700","37,688300"
522,"55,757600","37,661500"
523,"55,776100","37,651700"
525,"55,799500","37,598700"
526,"55,795400","37,589100"
527,"54,857500","38,189300"
528,"54,830300","38,243700"
529,"54,869600","38,143000"
530,"54,857500","38,189300"
531,"54,873200","38,119400"
532,"54,908700","38,079300"
533,"54,944700","38,052300"
534,"54,986500","38,031000"
535,"55,062600","37,988300"
536,"55,212700","38,579000"
537,"55,265600","38,661900"
538,"55,188100","38,527900"
539,"55,178000","38,480800"
540,"55,168100","38,434400"
541,"55,148400","38,412300"
542,"55,129800","38,379000"
543,"55,102200","38,326400"
544,"55,092300","38,277000"
545,"55,272900","38,674200"
546,"55,058600","38,151100"
547,"55,027800","38,092200"
548,"55,004400","38,053300"
549,"55,121400","37,960500"
550,"55,118100","38,031600"
551,"55,116300","38,093500"
552,"55,122300","38,165700"
553,"55,109900","38,212200"
554,"55,154600","37,896800"
555,"55,172500","37,840800"
556,"55,178700","37,793400"
557,"55,269700","37,895900"
558,"55,311400","37,870500"
559,"55,204600","37,921100"
560,"55,169700","37,938300"
561,"55,333500","37,850700"
562,"55,382400","37,814700"
563,"55,394700","37,805600"
564,"55,439400","37,773300"
565,"55,489000","37,730800"
566,"55,516800","37,707900"
567,"55,548300","37,685900"
568,"55,566300","37,668000"
569,"55,581800","37,659700"
570,"55,421900","37,835200"
571,"55,429600","37,880300"
572,"55,415100","37,896800"
573,"55,631000","37,627300"
574,"55,592700","37,653900"
575,"55,653900","37,622200"
576,"55,682000","37,621000"
577,"55,705900","37,658000"
578,"55,717500","37,643300"
579,"55,729400","37,640700"
580,"55,739500","37,794700"
581,"55,733400","37,763100"
582,"55,733400","37,729600"
583,"55,748200","37,682300"
584,"55,744500","37,819400"
585,"55,735800","37,764300"
586,"55,730700","37,774400"
587,"55,722300","37,798500"
588,"55,716300","37,816600"
589,"55,705800","37,847700"
590,"55,698600","37,864500"
591,"55,750400","37,721700"
592,"55,744500","37,740800"
593,"55,778900","37,677700"
594,"55,773700","37,656700"
595,"55,781100","37,705100"
596,"55,763700","37,720700"
597,"55,785600","37,670600"
598,"55,792500","37,643900"
599,"55,682500","37,896600"
600,"55,668700","37,923400"
601,"55,655300","37,954700"
602,"55,650000","37,982300"
603,"55,645400","38,008100"
604,"55,634700","38,044400"
605,"55,672600","37,932800"
607,"55,673900","37,902600"
608,"55,653600","37,859600"
609,"55,630600","37,841300"
610,"55,664700","38,033800"
611,"55,655700","38,068100"
612,"55,647900","38,112000"
613,"55,638600","38,174900"
614,"55,637000","38,201700"
615,"55,636000","38,275100"
616,"55,628700","38,313500"
617,"55,628200","38,352300"
618,"55,625200","38,390100"
619,"55,609100","38,446400"
620,"55,603800","38,504800"
621,"55,603800","38,545700"
622,"55,599500","38,610300"
623,"55,590000","38,692300"
624,"55,581700","38,755500"
625,"55,572000","38,823400"
626,"55,614700","38,413700"
627,"55,626600","38,071500"
628,"55,616300","38,100700"
629,"55,601700","38,136500"
630,"55,592100","38,160100"
632,"55,572900","38,206800"
633,"55,565300","38,226000"
634,"59,185500","52,329300"
635,"59,346000","52,225200"
636,"59,420300","52,355000"
637,"59,493900","52,454500"
638,"59,536400","52,450900"
639,"59,595000","52,445600"
640,"59,786500","52,144600"
641,"58,175900","52,347800"
642,"58,156400","52,508200"
643,"58,152400","52,461700"
644,"58,159300","52,422800"
645,"58,132400","52,669600"
646,"58,102700","52,837600"
647,"58,055900","52,929600"
648,"58,113200","52,768900"
649,"58,084400","52,892400"
650,"58,025600","52,951700"
651,"57,835800","53,179200"
652,"57,878300","53,171800"
653,"57,872800","53,273500"
654,"57,863100","53,327600"
655,"57,006900","51,316500"
656,"56,980500","51,371500"
657,"56,912200","51,579600"
658,"56,873400","51,660600"
659,"56,860900","51,764100"
660,"56,446700","52,201600"
661,"56,886000","52,032100"
662,"56,917700","52,075900"
663,"56,989000","52,180100"
664,"56,976200","52,291900"
665,"56,983200","52,387100"
666,"56,979000","52,488300"
667,"56,990200","52,579900"
668,"56,975200","52,705700"
669,"56,969700","52,805500"
670,"56,967400","52,873100"
671,"56,962600","53,011300"
672,"57,003700","52,972200"
673,"57,026800","52,917100"
674,"57,116000","52,966700"
675,"57,181800","52,997300"
676,"57,255500","53,011300"
677,"57,295700","53,019400"
678,"57,360800","53,014700"
679,"57,453000","53,102200"
680,"57,558300","53,050000"
681,"57,626800","53,098800"
682,"57,722000","53,090300"
683,"57,779500","53,219400"
684,"57,849700","53,310100"
685,"59,290400","52,304600"
686,"61,244900","46,879200"
687,"61,239800","46,949100"
689,"61,257000","46,629400"
692,"61,211300","46,625100"
693,"61,211500","46,653200"
694,"61,239800","46,762900"
695,"61,257300","46,681600"
696,"61,276410","46,704902"
697,"61,257300","46,681600"
698,"61,257300","46,681600"
699,"61,261000","47,103900"
700,"61,273900","47,251400"
702,"61,312000","47,530500"
703,"61,389800","47,716200"
704,"61,471300","47,950700"
706,"61,559700","48,200700"
707,"61,755600","48,546800"
708,"61,799300","48,676600"
709,"61,896200","49,071800"
710,"62,027500","49,314400"
713,"62,090800","49,421600"
715,"62,214500","49,793500"
716,"62,359900","50,074500"
717,"62,373600","50,072500"
719,"62,555900","49,737000"
721,"62,845300","49,303100"
722,"62,934500","49,179300"
723,"63,058600","48,863200"
724,"63,236300","48,577500"
725,"63,302500","48,529600"
726,"63,444600","48,667000"
727,"63,460600","47,968400"
728,"61,730100","50,774700"
729,"61,658000","50,791100"
730,"61,730200","50,774700"
731,"61,801400","50,732400"
732,"61,848900","50,682300"
733,"61,955900","50,615900"
734,"62,207600","50,433100"
735,"62,434400","50,234800"
736,"62,552200","50,736100"
738,"62,599800","50,882400"
739,"62,703400","51,274700"
740,"62,756000","51,483700"
742,"62,862346","51,878256"
744,"62,982000","52,172000"
745,"63,025900","52,275700"
746,"63,055400","52,355600"
748,"63,213100","52,688800"
749,"63,240100","52,890900"
750,"63,274200","53,071200"
752,"63,428800","53,607700"
753,"63,556800","53,738300"
754,"63,573300","53,777000"
756,"63,600200","53,899700"
757,"63,576500","53,938100"
761,"47,952721","27,836841"
762,"48,033763","27,813492"
764,"48,170261","27,645109"
765,"48,239826","27,608881"
767,"48,242580","27,503887"
772,"48,133187","27,372944"
773,"48,413786","27,602011"
778,"48,453021","27,732811"
780,"48,252986","26,577706"
781,"48,271169","26,665171"
783,"48,297058","26,782567"
784,"48,355264","26,787893"
786,"48,465983","27,138535"
787,"48,495935","27,253195"
788,"48,450526","27,736125"
789,"48,443508","27,373513"
790,"47,811574","28,073020"
793,"47,875356","28,234382"
794,"47,888521","28,304763"
796,"47,868889","28,378921"
799,"47,834225","28,444496"
801,"47,909810","28,493664"
803,"47,860572","28,607574"
805,"47,817535","28,799045"
807,"47,809716","28,872276"
808,"47,793756","28,959136"
810,"47,757880","28,994654"
811,"47,710172","29,105735"
813,"47,759178","29,217327"
815,"45,923719","28,190548"
816,"46,156237","28,156388"
819,"46,272425","28,203938"
820,"46,273177","28,188562"
821,"46,281828","28,227839"
824,"46,420665","28,419888"
829,"46,364301","28,652303"
833,"46,086048","28,164627"
834,"45,471095","28,206773"
838,"45,471095","28,206773"
839,"45,471095","28,206773"
840,"45,471519","28,203517"
841,"45,458008","28,265857"
842,"45,478921","28,413346"
845,"45,544612","28,428464"
848,"45,679319","28,477819"
849,"45,761946","28,527265"
851,"45,735311","28,602497"
852,"45,770101","28,591425"
853,"45,928383","28,648696"
856,"46,081682","28,838022"
862,"46,355570","28,901197"
863,"46,327213","28,984210"
864,"46,380718","28,977869"
866,"46,448204","28,961451"
869,"46,531953","28,921023"
875,"46,671901","29,097453"
880,"46,323492","28,981106"
881,"46,611083","29,311800"
883,"46,674973","29,448844"
885,"46,741340","29,519121"
886,"46,554253","30,754347"
898,"59,387462","24,723011"
904,"59,201195","24,713173"
905,"59,170251","24,743554"
908,"58,995331","24,834323"
910,"58,867062","25,008654"
917,"58,805844","25,428255"
920,"58,632170","25,565615"
923,"58,356986","25,572914"
924,"58,565347","24,811324"
927,"58,355770","24,577628"
944,"57,333471","24,462362"
946,"56,908323","24,208452"
952,"56,919018","24,185955"
954,"56,929570","24,086447"
955,"57,016583","24,130648"
956,"56,976845","24,066191"
957,"56,976845","24,066191"
958,"56,844655","24,048338"
961,"56,844355","24,048328"
963,"56,404087","23,672333"
964,"56,788987","23,946714"
966,"56,703940","23,826208"
969,"56,404373","23,672058"
979,"56,537322","25,719250"
983,"56,507629","25,253161"
986,"56,563697","24,923004"
990,"56,590760","24,546753"
992,"56,590564","24,402007"
993,"56,627532","24,242183"
994,"56,642948","24,078503"
996,"56,598968","23,479446"
1001,"56,626910","23,287554"
1003,"56,693247","22,984964"
1006,"56,696471","22,570672"
1007,"56,687110","22,462349"
1011,"56,682797","22,010608"
1014,"56,622166","21,689868"
1020,"56,651845","25,435703"
1021,"56,624158","25,285650"
1023,"56,644609","25,134162"
1026,"56,678863","24,975746"
1027,"56,721784","24,814794"
1032,"55,540600","38,294600"
1033,"55,515600","38,336200"
1034,"55,499000","38,362900"
1035,"55,472400","38,426800"
1037,"55,483900","38,398800"
1038,"55,444900","38,496900"
1039,"55,435800","38,524900"
1040,"55,426900","38,560100"
1041,"55,405700","38,656100"
1042,"55,327200","38,685600"
1043,"55,862400","37,683000"
1044,"55,880500","37,711200"
1045,"55,890300","37,726300"
1046,"55,901000","37,742400"
1047,"55,777700","37,657600"
1049,"55,814300","37,663000"
1050,"55,829400","37,671200"
1051,"55,841200","37,669900"
1052,"55,882200","37,567700"
1053,"55,897200","37,553600"
1054,"55,796100","37,588100"
1055,"55,817500","37,577300"
1056,"55,847400","37,574200"
1057,"55,865600","37,573200"
1058,"55,794100","37,633000"
1059,"55,808000","37,578500"
1060,"55,805500","37,553300"
1061,"55,815500","37,526600"
1063,"55,814300","37,527800"
1064,"55,814300","37,476800"
1065,"55,827100","37,441100"
1066,"55,833100","37,399000"
1067,"55,815200","37,341400"
1068,"55,814300","37,303900"
1069,"55,822700","37,248800"
1070,"55,832300","37,219200"
1071,"55,841700","37,184800"
1072,"55,855100","37,155700"
1073,"55,837500","37,161200"
1074,"55,826800","37,149600"
1075,"55,814700","37,124300"
1076,"55,866700","37,125800"
1077,"55,874400","37,103500"
1078,"55,880200","37,038000"
1079,"55,896300","36,968700"
1080,"55,890500","36,929400"
1081,"55,912200","36,962700"
1082,"55,928800","36,998400"
1083,"55,961300","37,010900"
1084,"55,994900","37,047700"
1085,"56,032500","37,054400"
1087,"55,856400","36,880000"
1088,"55,814000","36,824200"
1089,"55,772200","36,806200"
1090,"55,739300","36,805100"
1091,"55,720700","36,795300"
1092,"55,698400","36,785900"
1093,"55,673300","36,760400"
1094,"55,644600","36,757400"
1095,"55,887800","36,938300"
1096,"55,911600","36,822600"
1097,"55,911700","36,797400"
1098,"55,903900","36,856100"
1099,"55,886100","36,900500"
1100,"55,926400","36,701700"
1101,"55,939600","36,645000"
1102,"55,947900","36,613200"
1103,"55,962300","36,570200"
1104,"55,973600","36,541400"
1105,"55,996500","36,472400"
1106,"55,988200","36,452600"
1107,"55,991300","36,410800"
1108,"56,010900","36,337000"
1109,"56,018200","36,214100"
1110,"56,004900","36,092700"
1111,"55,978700","36,039600"
1112,"55,994100","35,786200"
1113,"56,009500","35,642600"
1114,"56,029900","35,511500"
1115,"56,046700","37,056100"
1116,"55,728300","37,511700"
1117,"55,743200","37,567000"
1118,"55,762200","37,532500"
1119,"55,772600","37,560200"
1120,"55,773200","37,549900"
1121,"55,754100","37,531700"
1122,"55,776200","37,580700"
1123,"55,697900","37,594500"
1124,"55,739300","37,534400"
1125,"55,763500","37,519900"
1126,"55,803200","37,495500"
1127,"55,847200","37,551500"
1128,"55,847600","37,590600"
1129,"55,839100","37,668800"
1130,"55,829300","37,702500"
1131,"55,806700","37,745900"
1132,"55,762800","37,746100"
1133,"55,744500","37,740800"
1134,"55,698700","37,700500"
1135,"55,717800","37,695600"
1136,"55,702200","37,655400"
1137,"55,725700","37,693500"
1138,"55,723900","37,729100"
1139,"53,232900","34,437100"
1140,"53,246900","34,441900"
1141,"53,252000","34,428500"
1142,"53,179100","34,400600"
1143,"53,138500","34,425400"
1144,"53,113500","34,428100"
1145,"53,262400","34,406300"
1146,"53,317500","34,415200"
1147,"53,329400","34,439700"
1148,"53,329700","34,440100"
1149,"63,010400","54,773200"
1150,"62,907400","55,049700"
1151,"62,797928","55,279377"
1152,"62,794800","55,691100"
1153,"62,749100","56,046200"
1155,"63,592900","53,963900"
1157,"63,721600","54,192500"
1158,"63,922400","54,443400"
1160,"64,080800","54,701200"
1161,"64,179600","54,836000"
1162,"64,405500","55,197900"
1163,"64,482800","55,314800"
1166,"64,683600","55,875000"
1169,"64,898700","56,428700"
1170,"64,967800","56,631900"
1172,"65,106100","56,994600"
1175,"65,106100","56,994600"
1176,"65,158400","57,234700"
1178,"65,271700","57,635900"
1180,"65,372500","58,034600"
1186,"65,815600","58,063600"
1188,"66,024400","57,547400"
1189,"65,614300","58,964000"
1193,"65,748700","59,654900"
1196,"65,992500","60,324700"
1199,"66,182400","60,783800"
1200,"66,023900","60,202600"
1201,"65,174600","57,275600"
1202,"66,276400","61,068000"
1206,"66,516200","61,668700"
1210,"66,674800","62,567500"
1214,"67,053800","63,078400"
1215,"67,091374","63,183328"
1216,"67,136000","63,391900"
1218,"67,282900","63,649100"
1221,"67,477600","63,657700"
1222,"67,470000","64,027800"
1223,"67,043200","64,218700"
1225,"67,055948","65,510370"
1226,"66,809900","65,812700"
1227,"66,652400","66,404700"
1228,"64,429300","40,608300"
1232,"64,410600","40,233300"
1234,"64,497200","39,990400"
1235,"64,573500","39,850900"
1236,"64,469400","40,608400"
1237,"64,514600","40,565400"
1238,"64,550900","40,574700"
1240,"64,550900","40,574700"
1241,"64,550900","40,574700"
1242,"64,469400","40,608400"
1243,"64,509600","40,708800"
1244,"64,409700","41,300600"
1246,"64,469400","40,608400"
1247,"64,303200","41,921900"
1248,"64,183400","42,260300"
1249,"64,055400","42,673600"
1250,"64,035400","43,158000"
1251,"64,038900","44,010400"
1252,"64,041500","44,404300"
1254,"60,606600","40,157100"
1257,"60,795800","40,092700"
1261,"60,990200","40,337600"
1262,"61,190400","40,285500"
1263,"61,088200","40,279200"
1264,"61,330652","40,245700"
1265,"61,438800","40,233100"
1266,"61,508300","40,215900"
1267,"61,577900","40,199900"
1268,"61,662200","40,206500"
1270,"61,806400","40,209800"
1272,"61,934700","40,250300"
1273,"62,042300","40,243900"
1275,"62,224600","40,263600"
1278,"46,455415","30,711149"
1279,"46,467391","30,740439"
1284,"46,485568","30,748832"
1285,"46,485568","30,748832"
1286,"46,632201","31,043863"
1287,"46,632201","31,043863"
1288,"46,525037","30,726401"
1289,"46,525105","30,726407"
1290,"46,495765","30,712822"
1291,"46,465903","30,685877"
1292,"46,631058","30,793432"
1296,"46,738079","30,784258"
1298,"46,827704","30,759389"
1300,"52,594788","41,508131"
1303,"47,170969","30,833747"
1307,"47,192373","30,941984"
1309,"46,442245","30,653550"
1315,"46,331985","30,559101"
1317,"46,253418","30,523639"
1324,"46,322870","30,637334"
1325,"46,322870","30,637334"
1326,"46,335288","30,670104"
1327,"46,335288","30,670104"
1328,"46,335288","30,670104"
1329,"45,934100","47,048500"
1330,"46,139825","30,353548"
1331,"46,111210","30,080159"
1332,"46,184968","30,338941"
1333,"46,184968","30,338941"
1334,"46,331985","30,559101"
1335,"46,039826","29,912843"
1337,"46,015832","29,681167"
1339,"45,996621","29,421060"
1344,"45,945615","29,272815"
1346,"45,860307","29,221611"
1347,"45,790103","29,187665"
1348,"45,651042","29,114559"
1349,"45,626333","28,975913"
1351,"45,359875","28,811073"
1352,"45,359875","28,811073"
1353,"46,229894","29,206277"
1358,"46,478610","30,653595"
1361,"46,525373","30,605038"
1362,"46,580227","30,548604"
1364,"46,612930","30,399497"
1366,"46,685460","30,333402"
1371,"46,850173","30,073780"
1372,"46,825530","30,036076"
1378,"46,987751","30,048382"
1379,"47,007788","30,309789"
1381,"46,991071","30,450207"
1388,"47,106157","29,991481"
1392,"47,335789","29,879409"
1394,"51,504500","45,978800"
1396,"56,816054","24,607955"
1400,"56,861925","24,347956"
1401,"56,920000","24,223920"
1402,"56,917541","24,372362"
1421,"56,981077","24,175966"
1423,"57,184658","25,032105"
1427,"57,095440","24,681526"
1428,"57,076858","24,578770"
1429,"57,066090","24,513713"
1430,"57,048165","24,419713"
1432,"57,036104","24,120005"
1433,"56,990673","24,231241"
1434,"56,981171","24,175451"
1435,"57,036236","24,113658"
1436,"57,071995","24,113955"
1447,"57,036236","24,113658"
1448,"57,018594","24,129630"
1449,"57,036104","24,120005"
1450,"57,018594","24,129630"
1451,"56,964690","23,766856"
1456,"56,969676","24,045886"
1457,"57,051114","24,016734"
1458,"57,034571","24,043856"
1459,"56,973448","23,883171"
1470,"56,945819","23,611535"
1476,"57,034571","24,043856"
1477,"56,965756","23,160246"
1483,"56,701097","23,465709"
1485,"56,843109","23,292699"
1486,"57,085725","22,811079"
1488,"57,133917","22,649348"
1489,"57,144884","22,533425"
1493,"57,284304","22,006218"
1496,"57,381742","21,683084"
1502,"57,381742","21,683084"
1514,"56,529193","21,021080"
1522,"56,529193","21,021080"
1523,"56,445471","21,484729"
1525,"56,331217","21,520869"
1527,"56,415690","21,850341"
1528,"56,415690","21,850341"
1530,"56,479701","23,061419"
1531,"56,457273","22,892887"
1533,"56,382809","22,641023"
1534,"56,382809","22,641023"
1535,"56,331217","21,520869"
1536,"54,688400","20,491800"
1537,"54,693800","20,499000"
1538,"53,345400","34,468700"
1539,"53,338200","34,497100"
1540,"53,371600","34,479700"
1541,"53,401800","34,447300"
1542,"53,231800","34,440800"
1543,"53,213200","34,473400"
1544,"53,213700","34,512300"
1545,"53,215700","34,596100"
1546,"53,242900","34,428000"
1547,"53,208800","34,670000"
1548,"53,198600","34,734700"
1549,"53,176900","34,833300"
1550,"53,133200","34,981500"
1551,"53,137300","35,104900"
1552,"53,140300","35,179700"
1553,"53,142400","35,235200"
1554,"53,123800","35,279500"
1555,"53,120200","35,392000"
1556,"53,072900","35,460800"
1557,"53,025900","35,547000"
1558,"52,981700","35,613900"
