WAGNUM,OPERDATE,ST_ID_DISL,ST_ID_DEST,TRAIN_INDEX
8 207,2023-08-27 20:35:00,20 701,61,6484-047-20701
8 207,2023-08-27 09:59:00,20 701,61,6484-047-20701
8 207,2023-08-27 09:19:01,20 701,61,6484-047-20701
8 207,2023-08-27 09:19:00,20 701,61,6484-047-20701
8 207,2023-08-27 09:14:00,20 701,61,6484-047-20701
5 972,2023-08-26 05:13:00,7 462,61,6999-467-7475
5 211,2023-07-31 21:35:00,7 462,61,6999-427-7475
5 211,2023-07-30 02:13:00,5 089,61,1043-198-20713
6 175,2023-07-06 05:55:00,7 462,61,6999-392-7475
6 175,2023-07-05 11:17:00,7 462,61,7464-024-6999
5 717,2023-08-15 04:56:00,63,61,7475-157-62
5 717,2023-08-15 04:39:00,7 475,61,7475-157-62
5 717,2023-08-14 18:55:00,7 475,61,7475-157-62
5 717,2023-08-14 18:53:00,7 475,61,7475-157-62
5 717,2023-08-14 18:50:00,7 475,61,7475-157-62
5 717,2023-08-14 02:21:00,7 475,61,6999-447-7475
5 717,2023-08-14 02:05:00,7 475,61,6999-447-7475
5 717,2023-08-15 04:43:00,65,61,7475-157-62
5 717,2023-08-13 15:53:00,6 999,61,7465-101-6999
5 717,2023-08-13 22:15:00,6 999,61,6999-447-7475
5 717,2023-08-13 21:45:00,6 999,61,6999-447-7475
5 717,2023-08-13 21:44:00,6 999,61,6999-447-7475
5 717,2023-08-13 21:27:00,6 999,61,6999-447-7475
5 717,2023-08-13 21:16:00,6 999,61,6999-447-7475
5 717,2023-08-13 21:05:00,6 999,61,6999-447-7475
5 717,2023-08-13 20:46:00,6 999,61,6999-447-7475
5 717,2023-08-13 16:32:00,6 999,61,6999-447-7475
5 717,2023-08-13 14:24:00,6 999,61,7465-101-6999
5 717,2023-08-13 14:21:00,6 999,61,7465-101-6999
5 717,2023-08-13 22:55:00,6 999,61,6999-447-7475
5 717,2023-08-13 11:48:00,7 464,61,7465-101-6999
5 717,2023-08-13 13:06:00,6 999,61,7465-101-6999
5 717,2023-08-13 12:36:01,6 999,61,7465-101-6999
5 717,2023-08-13 12:36:00,6 999,61,7465-101-6999
5 717,2023-08-13 12:29:01,6 999,61,7465-101-6999
5 717,2023-08-13 12:29:00,6 999,61,7465-101-6999
5 717,2023-08-13 10:55:00,7 464,61,7465-101-6999
5 717,2023-08-13 12:20:00,7 000,61,7465-101-6999
5 717,2023-08-13 23:21:00,7 000,61,6999-447-7475
5 717,2023-08-13 23:19:00,7 000,61,6999-447-7475
5 717,2023-08-16 08:10:00,61,61,62-059-61
5 717,2023-08-15 16:48:00,61,61,62-059-61
5 717,2023-08-15 18:40:00,61,61,62-059-61
5 717,2023-08-15 16:40:00,61,61,62-059-61
5 717,2023-08-13 04:39:00,7 465,61,7465-101-6999
5 717,2023-08-13 10:45:00,7 465,61,7465-101-6999
5 717,2023-08-12 15:59:00,7 465,61,6999-136-7468
5 717,2023-08-12 20:05:00,7 465,61,7465-100-6999
5 717,2023-08-12 20:06:00,7 465,61,7465-100-6999
5 717,2023-08-12 18:01:00,7 465,61,6999-136-7468
6 911,2023-08-09 08:00:00,61,61,62-065-61
6 911,2023-08-09 10:30:00,61,61,62-065-61
6 911,2023-08-09 00:41:00,61,61,62-065-61
5 717,2023-08-15 14:41:00,62,61,62-059-61
5 717,2023-08-15 08:52:00,62,61,7475-157-62
5 717,2023-08-15 16:31:00,62,61,62-059-61
5 717,2023-08-15 05:03:00,62,61,7475-157-62
5 717,2023-08-13 12:11:00,7 461,61,7465-101-6999
6 911,2023-08-09 00:30:00,62,61,62-065-61
6 911,2023-08-08 23:27:00,62,61,62-065-61
6 911,2023-08-08 17:26:00,62,61,7475-313-62
6 911,2023-08-08 23:03:00,62,61,62-065-61
6 911,2023-08-08 17:45:00,62,61,7475-313-62
5 717,2023-08-13 12:05:00,7 462,61,7465-101-6999
8 063,2023-07-14 04:44:00,63,61,7475-553-62
8 063,2023-07-14 04:21:00,7 475,61,7475-553-62
8 063,2023-07-13 22:42:00,7 475,61,7475-553-62
8 063,2023-07-13 11:57:00,7 475,61,6999-401-7475
8 063,2023-07-13 10:51:00,7 469,61,6999-401-7475
8 063,2023-07-13 11:14:00,7 471,61,6999-401-7475
8 063,2023-07-13 11:40:00,7 475,61,6999-401-7475
8 063,2023-07-13 11:04:00,7 471,61,6999-401-7475
8 063,2023-07-12 13:18:00,20 714,61,20713-168-6999
8 063,2023-07-11 08:15:00,5 631,61,17538-852-22692
8 063,2023-07-10 14:04:00,6 628,61,17538-852-22692
8 063,2023-07-10 17:04:00,6 598,61,17538-852-22692
8 063,2023-07-10 15:34:00,6 614,61,17538-852-22692
8 063,2023-07-10 14:26:00,6 625,61,17538-852-22692
8 063,2023-07-10 08:24:00,6 663,61,17538-852-22692
8 063,2023-07-10 07:12:00,7 045,61,17538-852-22692
8 063,2023-07-10 06:41:00,7 052,61,17538-852-22692
8 063,2023-07-10 23:31:00,6 169,61,17538-852-22692
8 063,2023-07-10 18:55:00,6 169,61,17538-852-22692
8 063,2023-07-09 21:23:00,7 082,61,20792-265-6999
8 063,2023-07-14 04:29:00,65,61,7475-553-62
8 063,2023-07-13 05:30:00,6 999,61,20713-168-6999
8 063,2023-07-13 04:54:00,6 999,61,20713-168-6999
8 063,2023-07-13 06:35:00,6 999,61,6999-401-7475
8 063,2023-07-13 05:54:00,6 999,61,6999-401-7475
8 063,2023-07-13 05:23:00,6 999,61,20713-168-6999
8 063,2023-07-13 10:07:00,7 464,61,6999-401-7475
8 063,2023-07-13 09:13:00,6 999,61,6999-401-7475
8 063,2023-07-12 13:38:00,536,61,20713-168-6999
8 063,2023-07-12 20:38:00,6 999,61,20713-168-6999
8 063,2023-07-12 20:25:00,6 999,61,20713-168-6999
8 063,2023-07-12 12:49:00,4 598,61,20713-168-6999
8 063,2023-07-12 19:32:00,6 999,61,20713-168-6999
8 063,2023-07-12 19:06:00,6 999,61,20713-168-6999
8 063,2023-07-12 18:34:00,6 999,61,20713-168-6999
8 063,2023-07-12 18:05:01,6 999,61,20713-168-6999
8 063,2023-07-12 18:05:00,6 999,61,20713-168-6999
8 063,2023-07-11 12:30:00,5 574,61,17538-852-22692
8 063,2023-07-11 15:56:00,5 574,61,5574-003-20713
8 063,2023-07-11 15:10:00,5 574,61,5574-003-20713
8 063,2023-07-11 20:56:00,4 580,61,5574-003-20713
8 063,2023-07-11 20:44:00,4 582,61,5574-003-20713
8 063,2023-07-11 08:43:00,5 627,61,17538-852-22692
8 063,2023-07-11 18:26:00,5 574,61,5574-003-20713
8 063,2023-07-11 11:27:00,5 574,61,17538-852-22692
8 063,2023-07-11 11:10:00,5 574,61,17538-852-22692
8 063,2023-07-10 17:47:00,6 554,61,17538-852-22692
8 063,2023-07-10 17:15:00,6 596,61,17538-852-22692
8 063,2023-07-10 16:49:00,6 601,61,17538-852-22692
8 063,2023-07-10 14:38:00,6 623,61,17538-852-22692
8 063,2023-07-10 13:24:00,6 632,61,17538-852-22692
8 063,2023-07-09 05:15:00,20 792,61,17467-696-20792
8 063,2023-07-09 05:01:00,20 792,61,17467-696-20792
8 063,2023-07-09 04:13:00,20 792,61,17467-696-20792
8 063,2023-07-09 04:00:00,20 792,61,17467-696-20792
8 063,2023-07-09 01:43:01,20 792,61,17467-696-20792
8 063,2023-07-09 05:15:01,20 792,61,17467-696-20792
8 063,2023-07-09 01:45:00,20 792,61,17467-696-20792
8 063,2023-07-09 10:24:00,20 792,61,17467-696-20792
8 063,2023-07-09 01:38:00,20 792,61,17467-696-20792
8 063,2023-07-09 11:45:00,20 792,61,20792-265-6999
8 063,2023-07-09 11:00:01,20 792,61,20792-265-6999
8 063,2023-07-09 11:00:00,20 792,61,20792-265-6999
8 063,2023-07-09 10:48:00,20 792,61,20792-265-6999
8 063,2023-07-09 10:27:00,20 792,61,20792-265-6999
8 063,2023-07-09 10:25:00,20 792,61,17467-696-20792
8 063,2023-07-09 01:43:00,20 792,61,17467-696-20792
8 063,2023-07-09 08:24:00,20 792,61,17467-696-20792
8 063,2023-07-09 07:48:00,20 792,61,17467-696-20792
8 063,2023-07-09 20:37:00,7 086,61,20792-265-6999
8 063,2023-07-09 17:45:00,7 093,61,20792-265-6999
8 063,2023-07-09 14:55:00,17 483,61,20792-265-6999
8 063,2023-07-09 12:33:00,20 792,61,20792-265-6999
8 063,2023-07-08 11:03:00,17 467,61,17477-365-17467
8 063,2023-07-08 00:47:00,17 467,61,17477-365-17467
8 063,2023-07-08 12:15:00,17 467,61,17467-696-20792
8 063,2023-07-08 23:20:00,20 792,61,17467-696-20792
8 063,2023-07-08 23:05:00,20 792,61,17467-696-20792
8 063,2023-07-08 14:31:00,25 010,61,17467-696-20792
8 063,2023-07-08 11:03:00,17 467,61,17477-365-17467
8 063,2023-07-08 13:37:00,17 467,61,17467-696-20792
8 063,2023-07-08 16:28:00,20 792,61,17467-696-20792
8 063,2023-07-08 16:02:01,20 792,61,17467-696-20792
8 063,2023-07-08 16:02:00,20 792,61,17467-696-20792
8 063,2023-07-08 15:50:00,20 792,61,17467-696-20792
8 063,2023-07-13 10:24:00,7 466,61,6999-401-7475
8 063,2023-07-12 16:59:00,7 033,61,20713-168-6999
8 063,2023-07-12 12:39:00,4 574,61,20713-168-6999
8 063,2023-07-11 09:55:00,5 613,61,17538-852-22692
8 063,2023-07-11 09:20:00,5 619,61,17538-852-22692
8 063,2023-07-11 05:45:00,5 650,61,17538-852-22692
8 063,2023-07-11 03:29:00,5 659,61,17538-852-22692
8 063,2023-07-10 16:03:00,6 610,61,17538-852-22692
8 063,2023-07-10 07:38:00,6 668,61,17538-852-22692
8 063,2023-07-10 07:28:00,6 670,61,17538-852-22692
8 063,2023-07-10 07:19:00,7 044,61,17538-852-22692
8 063,2023-07-10 04:19:00,7 069,61,17538-852-22692
8 063,2023-07-10 02:14:00,7 081,61,17538-852-22692
8 063,2023-07-09 23:40:00,7 081,61,20792-265-7081
8 063,2023-07-09 23:25:00,7 081,61,20792-265-7081
8 063,2023-07-09 23:41:00,7 081,61,17538-852-22692
8 063,2023-07-09 23:30:00,7 081,61,20792-265-7081
8 063,2023-07-09 20:54:00,7 085,61,20792-265-6999
8 063,2023-07-09 13:10:00,17 443,61,20792-265-6999
8 063,2023-07-09 21:42:00,7 081,61,20792-265-6999
8 063,2023-07-08 15:11:00,17 454,61,17467-696-20792
8 063,2023-07-08 14:44:00,17 454,61,17467-696-20792
8 063,2023-07-08 14:39:00,17 454,61,17467-696-20792
8 063,2023-07-13 09:38:00,7 000,61,6999-401-7475
8 063,2023-07-11 18:47:00,5 600,61,5574-003-20713
8 063,2023-07-11 09:11:00,5 621,61,17538-852-22692
8 063,2023-07-11 08:01:00,5 633,61,17538-852-22692
8 063,2023-07-11 06:05:00,5 648,61,17538-852-22692
8 063,2023-07-11 02:14:00,5 669,61,17538-852-22692
8 063,2023-07-11 19:30:00,5 595,61,5574-003-20713
8 063,2023-07-11 18:47:00,5 600,61,5574-003-20713
8 063,2023-07-11 19:16:00,5 595,61,5574-003-20713
8 063,2023-07-11 18:45:00,5 600,61,5574-003-20713
8 063,2023-07-10 15:24:00,6 615,61,17538-852-22692
8 063,2023-07-10 14:59:00,6 619,61,17538-852-22692
8 063,2023-07-10 05:59:00,7 059,61,17538-852-22692
8 063,2023-07-10 05:00:00,7 064,61,17538-852-22692
8 063,2023-07-10 11:44:00,20 716,61,17538-852-22692
8 063,2023-07-10 09:47:00,20 716,61,17538-852-22692
8 063,2023-07-09 19:41:00,7 090,61,20792-265-6999
8 063,2023-07-09 13:34:00,17 446,61,20792-265-6999
8 063,2023-07-09 18:26:00,7 090,61,20792-265-6999
8 063,2023-07-09 13:29:00,17 446,61,20792-265-6999
8 063,2023-07-19 12:05:00,61,61,62-338-61
8 063,2023-07-19 13:23:00,61,61,62-338-61
8 063,2023-07-19 13:35:00,61,61,62-338-61
8 063,2023-07-19 15:45:00,61,61,62-338-61
8 063,2023-07-15 11:14:00,61,61,62-338-61
8 063,2023-07-14 17:00:00,61,61,62-338-61
8 063,2023-07-14 18:26:00,61,61,62-338-61
8 063,2023-07-14 16:26:00,61,61,62-338-61
8 063,2023-07-13 10:40:00,7 468,61,6999-401-7475
8 063,2023-07-13 10:15:00,7 465,61,6999-401-7475
8 063,2023-07-12 09:26:00,20 713,61,5574-003-20713
8 063,2023-07-12 11:04:00,20 713,61,20713-168-6999
8 063,2023-07-12 10:19:01,20 713,61,20713-168-6999
8 063,2023-07-12 10:19:00,20 713,61,20713-168-6999
8 063,2023-07-12 09:54:00,20 713,61,20713-168-6999
8 063,2023-07-12 09:42:00,20 713,61,20713-168-6999
8 063,2023-07-12 02:35:00,20 713,61,5574-003-20713
8 063,2023-07-12 02:31:00,20 713,61,5574-003-20713
8 063,2023-07-12 12:09:00,4 569,61,20713-168-6999
8 063,2023-07-12 11:50:00,20 713,61,20713-168-6999
8 063,2023-07-12 00:56:00,20 713,61,5574-003-20713
8 063,2023-07-12 00:36:01,20 713,61,5574-003-20713
8 063,2023-07-12 00:36:00,20 713,61,5574-003-20713
8 063,2023-07-11 01:33:00,6 115,61,17538-852-22692
8 063,2023-07-11 06:22:00,5 645,61,17538-852-22692
8 063,2023-07-11 02:55:00,5 662,61,17538-852-22692
8 063,2023-07-11 23:45:00,4 569,61,5574-003-20713
8 063,2023-07-11 23:58:01,20 713,61,5574-003-20713
8 063,2023-07-11 23:58:00,20 713,61,5574-003-20713
8 063,2023-07-11 23:35:00,4 569,61,5574-003-20713
8 063,2023-07-11 23:28:00,4 569,61,5574-003-20713
8 063,2023-07-10 14:31:00,6 624,61,17538-852-22692
8 063,2023-07-10 12:16:00,6 641,61,17538-852-22692
8 063,2023-07-10 08:01:00,6 667,61,17538-852-22692
8 063,2023-07-10 07:02:00,7 048,61,17538-852-22692
8 063,2023-07-10 05:36:00,7 060,61,17538-852-22692
8 063,2023-07-09 17:26:00,17 506,61,20792-265-6999
8 063,2023-07-09 17:26:00,17 506,61,20792-265-6999
8 063,2023-07-09 14:15:00,17 477,61,20792-265-6999
8 063,2023-07-09 17:07:00,17 506,61,20792-265-6999
8 063,2023-07-09 15:46:00,17 506,61,20792-265-6999
8 063,2023-07-09 15:39:00,17 506,61,20792-265-6999
8 063,2023-07-12 12:59:00,4 596,61,20713-168-6999
8 063,2023-07-11 19:58:00,4 592,61,5574-003-20713
8 063,2023-07-11 19:50:00,4 592,61,5574-003-20713
8 063,2023-07-11 19:58:00,4 592,61,5574-003-20713
8 063,2023-07-11 19:50:00,4 592,61,5574-003-20713
8 063,2023-07-11 08:30:00,5 629,61,17538-852-22692
8 063,2023-07-11 20:23:00,4 592,61,5574-003-20713
8 063,2023-07-10 17:34:00,6 558,61,17538-852-22692
8 063,2023-07-10 17:20:00,6 595,61,17538-852-22692
8 063,2023-07-10 13:41:00,6 631,61,17538-852-22692
8 063,2023-07-10 12:28:00,6 638,61,17538-852-22692
8 063,2023-07-10 04:40:00,7 068,61,17538-852-22692
8 063,2023-07-10 03:01:00,7 076,61,17538-852-22692
8 063,2023-07-09 20:17:00,7 087,61,20792-265-6999
8 063,2023-07-14 14:18:00,62,61,62-338-61
8 063,2023-07-14 06:00:00,62,61,7475-553-62
8 063,2023-07-14 16:17:00,62,61,62-338-61
8 063,2023-07-14 04:56:00,62,61,7475-553-62
8 063,2023-07-13 09:47:00,7 461,61,6999-401-7475
8 063,2023-07-12 15:40:00,7 027,61,20713-168-6999
8 063,2023-07-12 12:29:00,4 571,61,20713-168-6999
8 063,2023-07-11 21:18:00,4 576,61,5574-003-20713
8 063,2023-07-11 10:28:00,5 604,61,17538-852-22692
8 063,2023-07-11 10:18:00,5 605,61,17538-852-22692
8 063,2023-07-11 09:32:00,20 715,61,17538-852-22692
8 063,2023-07-11 06:27:00,5 644,61,17538-852-22692
8 063,2023-07-11 05:36:00,5 651,61,17538-852-22692
8 063,2023-07-11 03:18:00,5 661,61,17538-852-22692
8 063,2023-07-11 23:06:00,4 571,61,5574-003-20713
8 063,2023-07-11 21:30:00,4 572,61,5574-003-20713
8 063,2023-07-11 21:50:00,4 571,61,5574-003-20713
8 063,2023-07-11 21:29:00,4 572,61,5574-003-20713
8 063,2023-07-10 15:44:00,6 613,61,17538-852-22692
8 063,2023-07-10 14:46:00,6 621,61,17538-852-22692
8 063,2023-07-10 12:44:00,6 636,61,17538-852-22692
8 063,2023-07-10 03:15:00,7 074,61,17538-852-22692
8 063,2023-07-08 14:24:00,16 872,61,17467-696-20792
8 063,2023-07-08 14:16:00,16 872,61,17467-696-20792
8 063,2023-07-13 09:52:00,7 462,61,6999-401-7475
8 063,2023-07-11 10:45:00,5 601,61,17538-852-22692
8 063,2023-07-11 10:07:00,5 610,61,17538-852-22692
8 063,2023-07-11 09:02:00,5 623,61,17538-852-22692
8 063,2023-07-11 07:17:00,5 638,61,17538-852-22692
8 063,2023-07-11 07:12:00,5 641,61,17538-852-22692
8 063,2023-07-11 03:46:00,5 657,61,17538-852-22692
8 063,2023-07-11 04:54:00,5 654,61,17538-852-22692
8 063,2023-07-11 04:27:00,5 654,61,17538-852-22692
8 063,2023-07-10 16:21:00,6 607,61,17538-852-22692
8 063,2023-07-10 13:03:00,6 634,61,17538-852-22692
8 063,2023-07-10 06:51:00,7 049,61,17538-852-22692
8 063,2023-07-10 06:19:00,7 055,61,17538-852-22692
8 063,2023-07-10 03:53:00,7 072,61,17538-852-22692
8 063,2023-07-10 03:33:00,7 073,61,17538-852-22692
8 063,2023-07-10 02:51:00,7 077,61,17538-852-22692
8 063,2023-07-10 02:36:00,7 079,61,17538-852-22692
9 940,2023-06-15 19:20:00,7 475,61,7475-138-61
9 940,2023-06-15 11:43:00,7 475,61,7475-138-62
9 940,2023-06-15 11:41:00,7 475,61,6999-347-7475
9 940,2023-06-15 20:04:00,63,61,7475-138-61
9 940,2023-06-15 10:22:00,7 469,61,6999-347-7475
9 940,2023-06-15 19:42:00,7 475,61,7475-138-61
9 940,2023-06-14 18:42:00,20 714,61,20792-200-6999
9 940,2023-06-14 16:05:00,5 598,61,20792-200-6999
9 940,2023-06-14 10:03:00,5 631,61,20792-200-6999
9 940,2023-06-14 00:25:00,6 169,61,20792-200-6999
9 940,2023-06-14 00:02:00,6 169,61,20792-200-6999
9 940,2023-06-13 16:35:00,6 628,61,20792-200-6999
9 940,2023-06-13 22:11:00,6 598,61,20792-200-6999
9 940,2023-06-13 19:02:00,6 614,61,20792-200-6999
9 940,2023-06-13 13:08:00,6 663,61,20792-200-6999
9 940,2023-06-13 11:44:00,7 045,61,20792-200-6999
9 940,2023-06-13 11:15:00,7 052,61,20792-200-6999
9 940,2023-06-13 03:06:00,7 082,61,20792-200-6999
9 940,2023-06-13 17:48:00,6 625,61,20792-200-6999
9 940,2023-06-13 17:07:00,6 625,61,20792-200-6999
9 940,2023-06-15 03:44:00,6 999,61,20792-200-6999
9 940,2023-06-15 02:59:01,6 999,61,20792-200-6999
9 940,2023-06-15 02:59:00,6 999,61,20792-200-6999
9 940,2023-06-15 04:55:00,6 999,61,6999-347-7475
9 940,2023-06-15 04:10:00,6 999,61,6999-347-7475
9 940,2023-06-15 04:09:00,6 999,61,6999-347-7475
9 940,2023-06-15 03:45:00,6 999,61,6999-347-7475
9 940,2023-06-15 03:36:00,6 999,61,20792-200-6999
9 940,2023-06-15 00:23:00,6 999,61,20792-200-6999
9 940,2023-06-15 00:22:00,6 999,61,20792-200-6999
9 940,2023-06-15 19:50:00,65,61,7475-138-61
9 940,2023-06-15 08:33:00,7 464,61,6999-347-7475
9 940,2023-06-15 07:20:00,6 999,61,6999-347-7475
9 940,2023-06-14 19:15:00,536,61,20792-200-6999
9 940,2023-06-14 18:07:00,4 598,61,20792-200-6999
9 940,2023-06-14 17:01:00,4 580,61,20792-200-6999
9 940,2023-06-14 16:47:00,4 582,61,20792-200-6999
9 940,2023-06-14 10:29:00,5 627,61,20792-200-6999
9 940,2023-06-14 15:25:00,5 574,61,20792-200-6999
9 940,2023-06-14 02:24:00,6 140,61,20792-200-6999
9 940,2023-06-14 23:20:00,6 999,61,20792-200-6999
9 940,2023-06-14 22:50:01,6 999,61,20792-200-6999
9 940,2023-06-14 22:50:00,6 999,61,20792-200-6999
9 940,2023-06-14 22:30:01,6 999,61,20792-200-6999
9 940,2023-06-14 22:30:00,6 999,61,20792-200-6999
9 940,2023-06-14 14:09:00,5 574,61,20792-200-6999
9 940,2023-06-14 02:14:00,6 140,61,20792-200-6999
9 940,2023-06-13 23:12:00,6 554,61,20792-200-6999
9 940,2023-06-13 22:24:00,6 596,61,20792-200-6999
9 940,2023-06-13 21:59:00,6 601,61,20792-200-6999
9 940,2023-06-13 18:09:00,6 623,61,20792-200-6999
9 940,2023-06-13 15:55:00,6 632,61,20792-200-6999
9 940,2023-06-13 02:21:00,7 086,61,20792-200-6999
9 940,2023-06-13 00:58:00,7 093,61,20792-200-6999
9 940,2023-06-12 07:04:00,20 792,61,17467-605-20792
9 940,2023-06-12 11:45:00,20 792,61,20792-200-6999
9 940,2023-06-12 11:00:01,20 792,61,20792-200-6999
9 940,2023-06-12 11:00:00,20 792,61,20792-200-6999
9 940,2023-06-12 10:37:00,20 792,61,20792-200-6999
9 940,2023-06-12 10:30:00,20 792,61,20792-200-6999
9 940,2023-06-12 10:29:00,20 792,61,20792-200-6999
9 940,2023-06-12 20:15:00,17 483,61,20792-200-6999
9 940,2023-06-12 14:55:00,20 792,61,20792-200-6999
9 940,2023-06-12 16:21:00,17 483,61,20792-200-6999
9 940,2023-06-11 03:15:00,17 467,61,17467-605-20792
9 940,2023-06-11 12:51:00,20 792,61,17467-605-20792
9 940,2023-06-11 12:27:00,20 792,61,17467-605-20792
9 940,2023-06-11 05:20:00,17 467,61,17467-605-20792
9 940,2023-06-11 07:13:00,20 792,61,17467-605-20792
9 940,2023-06-11 06:54:00,20 792,61,17467-605-20792
9 940,2023-06-11 06:33:00,20 792,61,17467-605-20792
9 940,2023-06-11 06:24:00,20 792,61,17467-605-20792
9 940,2023-06-10 21:56:00,17 467,61,17477-635-17467
9 940,2023-06-10 13:19:00,17 467,61,17477-635-17467
9 940,2023-06-10 22:02:00,17 467,61,17467-605-20792
9 940,2023-06-10 21:56:00,17 467,61,17477-635-17467
9 940,2023-06-15 08:49:00,7 466,61,6999-347-7475
9 940,2023-06-14 21:44:00,7 033,61,20792-200-6999
9 940,2023-06-14 12:48:00,5 613,61,20792-200-6999
9 940,2023-06-14 11:04:00,5 619,61,20792-200-6999
9 940,2023-06-14 07:54:00,5 650,61,20792-200-6999
9 940,2023-06-14 05:15:00,5 659,61,20792-200-6999
9 940,2023-06-14 12:37:00,5 613,61,20792-200-6999
9 940,2023-06-13 19:31:00,6 610,61,20792-200-6999
9 940,2023-06-13 12:04:00,6 670,61,20792-200-6999
9 940,2023-06-13 11:50:00,7 044,61,20792-200-6999
9 940,2023-06-13 08:18:00,7 069,61,20792-200-6999
9 940,2023-06-13 02:37:00,7 085,61,20792-200-6999
9 940,2023-06-13 12:23:00,6 668,61,20792-200-6999
9 940,2023-06-13 04:39:00,7 081,61,20792-200-6999
9 940,2023-06-13 12:18:00,6 668,61,20792-200-6999
9 940,2023-06-13 03:28:00,7 081,61,20792-200-6999
9 940,2023-06-12 15:12:00,17 443,61,20792-200-6999
9 940,2023-06-11 05:40:00,17 463,61,17467-605-20792
9 940,2023-06-11 05:29:00,17 463,61,17467-605-20792
9 940,2023-06-14 16:12:00,5 595,61,20792-200-6999
9 940,2023-06-14 15:49:00,5 600,61,20792-200-6999
9 940,2023-06-14 10:55:00,5 621,61,20792-200-6999
9 940,2023-06-14 09:49:00,5 633,61,20792-200-6999
9 940,2023-06-14 08:16:00,5 648,61,20792-200-6999
9 940,2023-06-14 04:04:00,5 669,61,20792-200-6999
9 940,2023-06-14 01:01:00,6 564,61,20792-200-6999
9 940,2023-06-13 18:53:00,6 615,61,20792-200-6999
9 940,2023-06-13 18:30:00,6 619,61,20792-200-6999
9 940,2023-06-13 10:11:00,7 059,61,20792-200-6999
9 940,2023-06-13 09:02:00,7 064,61,20792-200-6999
9 940,2023-06-13 01:37:00,7 090,61,20792-200-6999
9 940,2023-06-13 14:13:00,20 716,61,20792-200-6999
9 940,2023-06-13 13:29:00,20 716,61,20792-200-6999
9 940,2023-06-12 15:22:00,17 446,61,20792-200-6999
9 940,2023-06-17 12:20:00,61,61,7475-138-61
9 940,2023-06-16 08:00:00,61,61,7475-138-61
9 940,2023-06-16 08:07:00,61,61,7475-138-61
9 940,2023-06-15 08:39:00,7 465,61,6999-347-7475
9 940,2023-06-15 10:03:00,7 468,61,6999-347-7475
9 940,2023-06-15 22:07:00,61,61,7475-138-61
9 940,2023-06-15 09:09:00,7 468,61,6999-347-7475
9 940,2023-06-14 03:23:00,6 115,61,20792-200-6999
9 940,2023-06-14 08:37:00,5 645,61,20792-200-6999
9 940,2023-06-14 01:50:00,6 144,61,20792-200-6999
9 940,2023-06-13 00:40:00,17 506,61,20792-200-6999
9 940,2023-06-13 00:40:00,17 506,61,20792-200-6999
9 940,2023-06-13 18:02:00,6 624,61,20792-200-6999
9 940,2023-06-13 14:49:00,6 641,61,20792-200-6999
9 940,2023-06-13 12:47:00,6 667,61,20792-200-6999
9 940,2023-06-13 11:35:00,7 048,61,20792-200-6999
9 940,2023-06-13 09:45:00,7 060,61,20792-200-6999
9 940,2023-06-13 00:30:00,17 506,61,20792-200-6999
9 940,2023-06-13 00:16:00,17 506,61,20792-200-6999
9 940,2023-06-12 15:41:00,17 477,61,20792-200-6999
9 940,2023-06-12 23:21:00,17 506,61,20792-200-6999
9 940,2023-06-12 20:49:00,17 506,61,20792-200-6999
9 940,2023-06-12 20:33:00,17 506,61,20792-200-6999
9 940,2023-06-14 16:28:00,4 592,61,20792-200-6999
9 940,2023-06-14 16:28:00,4 592,61,20792-200-6999
9 940,2023-06-14 18:21:00,4 596,61,20792-200-6999
9 940,2023-06-14 10:17:00,5 629,61,20792-200-6999
9 940,2023-06-14 01:17:00,6 148,61,20792-200-6999
9 940,2023-06-13 22:36:00,6 558,61,20792-200-6999
9 940,2023-06-13 22:29:00,6 595,61,20792-200-6999
9 940,2023-06-13 16:10:00,6 631,61,20792-200-6999
9 940,2023-06-13 14:59:00,6 638,61,20792-200-6999
9 940,2023-06-13 08:37:00,7 068,61,20792-200-6999
9 940,2023-06-13 02:08:00,7 087,61,20792-200-6999
9 940,2023-06-13 06:56:00,7 076,61,20792-200-6999
9 940,2023-06-13 05:38:00,7 076,61,20792-200-6999
9 940,2023-06-15 20:20:00,62,61,7475-138-61
9 940,2023-06-14 21:16:00,7 027,61,20792-200-6999
9 940,2023-06-14 17:46:00,4 572,61,20792-200-6999
9 940,2023-06-14 17:24:00,4 576,61,20792-200-6999
9 940,2023-06-14 13:20:00,5 604,61,20792-200-6999
9 940,2023-06-14 08:43:00,5 644,61,20792-200-6999
9 940,2023-06-14 07:46:00,5 651,61,20792-200-6999
9 940,2023-06-14 05:05:00,5 661,61,20792-200-6999
9 940,2023-06-14 12:13:00,20 715,61,20792-200-6999
9 940,2023-06-14 11:21:00,20 715,61,20792-200-6999
9 940,2023-06-13 19:12:00,6 613,61,20792-200-6999
9 940,2023-06-13 18:17:00,6 621,61,20792-200-6999
9 940,2023-06-13 15:14:00,6 636,61,20792-200-6999
9 940,2023-06-13 07:13:00,7 074,61,20792-200-6999
9 940,2023-06-11 06:10:00,16 872,61,17467-605-20792
9 940,2023-06-11 05:54:00,16 872,61,17467-605-20792
9 940,2023-06-14 13:37:00,5 601,61,20792-200-6999
9 940,2023-06-14 10:46:00,5 623,61,20792-200-6999
9 940,2023-06-14 09:18:00,5 638,61,20792-200-6999
9 940,2023-06-14 09:14:00,5 641,61,20792-200-6999
