WAGNUM,OPERDATE,ST_ID_DISL,ST_ID_DEST,TRAIN_INDEX
5 266,2023-08-25 14:21:00,17 506,61,20792-360-6999
5 266,2023-08-25 12:36:00,17 506,61,20792-360-6999
5 266,2023-08-25 12:28:00,17 506,61,20792-360-6999
5 266,2023-08-27 13:39:00,4 592,61,20792-360-6999
5 266,2023-08-27 13:39:00,4 592,61,20792-360-6999
5 266,2023-08-27 15:44:00,4 596,61,20792-360-6999
5 266,2023-08-27 07:42:00,5 629,61,20792-360-6999
5 266,2023-08-26 19:24:00,6 148,61,20792-360-6999
5 266,2023-08-26 13:18:00,6 558,61,20792-360-6999
5 266,2023-08-26 13:09:00,6 595,61,20792-360-6999
5 266,2023-08-26 09:39:00,6 631,61,20792-360-6999
5 266,2023-08-26 08:26:00,6 638,61,20792-360-6999
5 266,2023-08-25 22:15:00,7 068,61,20792-360-6999
5 266,2023-08-25 19:38:00,7 076,61,20792-360-6999
5 266,2023-08-25 16:04:00,7 087,61,20792-360-6999
5 266,2023-08-30 09:28:00,62,61,62-102-61
5 266,2023-08-30 06:10:00,62,61,7475-335-62
5 266,2023-08-30 12:09:00,62,61,62-102-61
5 266,2023-08-30 05:45:00,62,61,7475-335-62
5 266,2023-08-28 21:30:00,7 461,61,6999-471-7475
5 266,2023-08-27 18:51:00,7 027,61,20792-360-6999
5 266,2023-08-27 15:12:00,4 572,61,20792-360-6999
5 266,2023-08-27 14:54:00,4 576,61,20792-360-6999
5 266,2023-08-27 09:51:00,5 604,61,20792-360-6999
5 266,2023-08-27 09:43:00,5 605,61,20792-360-6999
5 266,2023-08-27 08:57:00,20 715,61,20792-360-6999
5 266,2023-08-27 05:13:00,5 644,61,20792-360-6999
5 266,2023-08-27 04:22:00,5 651,61,20792-360-6999
5 266,2023-08-26 23:58:00,5 661,61,20792-360-6999
5 266,2023-08-26 11:40:00,6 613,61,20792-360-6999
5 266,2023-08-26 10:46:00,6 621,61,20792-360-6999
5 266,2023-08-26 08:41:00,6 636,61,20792-360-6999
5 266,2023-08-25 19:53:00,7 074,61,20792-360-6999
5 266,2023-08-24 16:38:00,16 872,61,17467-130-20792
5 266,2023-08-28 21:35:00,7 462,61,6999-471-7475
5 266,2023-08-27 10:07:00,5 601,61,20792-360-6999
5 266,2023-08-27 09:31:00,5 610,61,20792-360-6999
5 266,2023-08-27 08:12:00,5 623,61,20792-360-6999
5 266,2023-08-27 06:00:00,5 638,61,20792-360-6999
5 266,2023-08-27 05:56:00,5 641,61,20792-360-6999
5 266,2023-08-27 02:37:00,5 657,61,20792-360-6999
5 266,2023-08-27 03:39:00,5 654,61,20792-360-6999
5 266,2023-08-27 03:05:00,5 654,61,20792-360-6999
5 266,2023-08-26 20:52:00,6 137,61,20792-360-6999
5 266,2023-08-26 12:19:00,6 607,61,20792-360-6999
5 266,2023-08-26 09:00:00,6 634,61,20792-360-6999
5 266,2023-08-26 00:47:00,7 049,61,20792-360-6999
5 266,2023-08-26 00:04:00,7 055,61,20792-360-6999
5 266,2023-08-25 20:33:00,7 072,61,20792-360-6999
5 266,2023-08-25 20:12:00,7 073,61,20792-360-6999
5 266,2023-08-25 19:27:00,7 077,61,20792-360-6999
5 266,2023-08-25 19:10:00,7 079,61,20792-360-6999
7 033,2023-06-01 11:05:00,61,61,62-502-61
7 033,2023-06-01 08:00:00,61,61,62-502-61
7 033,2023-06-01 08:01:00,61,61,62-502-61
8 207,2023-08-31 17:04:00,7 475,61,6999-476-7475
8 207,2023-08-31 15:51:00,7 469,61,6999-476-7475
8 207,2023-08-31 16:34:00,7 475,61,6999-476-7475
8 207,2023-08-29 21:31:00,6 475,61,20701-447-6999
8 207,2023-08-27 08:41:00,6 475,61,6484-047-20701
5 972,2023-08-27 00:48:00,63,61,7475-330-62
5 972,2023-08-27 00:28:00,7 475,61,7475-330-62
5 972,2023-08-26 15:17:00,7 475,61,7475-330-62
5 972,2023-08-26 07:03:00,7 475,61,6999-467-7475
5 972,2023-08-26 06:16:00,7 469,61,6999-467-7475
5 972,2023-08-26 06:58:00,7 475,61,6999-467-7475
5 972,2023-08-25 17:00:00,7 438,61,7423-131-6999
5 211,2023-08-01 16:30:00,7 475,61,7475-311-62
5 211,2023-08-01 18:14:00,63,61,7475-311-62
5 211,2023-07-31 23:21:00,7 475,61,6999-427-7475
5 211,2023-07-31 22:33:00,7 469,61,6999-427-7475
5 211,2023-07-31 03:00:00,20 714,61,20713-263-6999
6 175,2023-07-07 07:00:00,7 475,61,7475-269-62
6 175,2023-07-07 03:50:00,7 475,61,7475-268-62
6 175,2023-07-07 13:36:00,63,61,7475-269-62
6 175,2023-07-07 13:17:00,7 475,61,7475-269-62
6 175,2023-07-06 17:19:00,7 475,61,7475-268-62
6 175,2023-07-06 17:17:00,7 475,61,7475-268-62
6 175,2023-07-06 17:12:00,7 475,61,7475-268-62
6 175,2023-07-06 08:45:00,7 475,61,6999-392-7475
6 175,2023-07-06 06:55:00,7 469,61,6999-392-7475
8 207,2023-08-31 10:57:00,6 999,61,20701-447-6999
8 207,2023-08-31 09:28:00,6 999,61,20701-447-6999
8 207,2023-08-31 12:03:00,6 999,61,6999-476-7475
8 207,2023-08-31 11:18:00,6 999,61,6999-476-7475
8 207,2023-08-31 11:17:00,6 999,61,6999-476-7475
8 207,2023-08-31 11:08:00,6 999,61,6999-476-7475
8 207,2023-08-31 10:50:00,6 999,61,20701-447-6999
8 207,2023-08-31 14:23:00,7 464,61,6999-476-7475
8 207,2023-08-31 13:04:00,6 999,61,6999-476-7475
8 207,2023-08-30 16:30:00,6 999,61,20701-447-6999
8 207,2023-08-30 16:22:00,6 999,61,20701-447-6999
8 207,2023-08-30 07:17:00,7 460,61,20701-447-6999
8 207,2023-08-30 08:51:00,7 004,61,20701-447-6999
8 207,2023-08-30 10:31:00,6 999,61,20701-447-6999
8 207,2023-08-30 10:21:00,6 999,61,20701-447-6999
8 207,2023-08-30 10:01:01,6 999,61,20701-447-6999
8 207,2023-08-30 10:01:00,6 999,61,20701-447-6999
8 207,2023-08-30 09:10:01,6 999,61,20701-447-6999
8 207,2023-08-30 09:10:00,6 999,61,20701-447-6999
8 207,2023-08-30 08:38:00,7 004,61,20701-447-6999
8 207,2023-08-29 21:59:00,6 479,61,20701-447-6999
8 207,2023-08-27 08:12:00,6 479,61,6484-047-20701
5 972,2023-08-27 00:35:00,65,61,7475-330-62
5 972,2023-08-26 01:55:00,6 999,61,6999-467-7475
5 972,2023-08-26 01:10:00,6 999,61,6999-467-7475
5 972,2023-08-26 01:09:00,6 999,61,6999-467-7475
5 972,2023-08-26 00:46:00,6 999,61,6999-467-7475
5 972,2023-08-26 00:45:00,6 999,61,6999-467-7475
5 972,2023-08-26 00:36:00,6 999,61,6999-467-7475
5 972,2023-08-26 00:29:00,6 999,61,7423-131-6999
5 972,2023-08-26 05:28:00,7 464,61,6999-467-7475
5 972,2023-08-26 04:08:00,6 999,61,6999-467-7475
5 972,2023-08-25 23:59:00,6 999,61,7423-131-6999
5 972,2023-08-25 20:25:00,6 999,61,7423-131-6999
5 972,2023-08-25 20:22:00,6 999,61,7423-131-6999
5 972,2023-08-25 17:44:00,7 004,61,7423-131-6999
5 972,2023-08-25 19:23:00,6 999,61,7423-131-6999
5 972,2023-08-25 18:53:01,6 999,61,7423-131-6999
5 972,2023-08-25 18:53:00,6 999,61,7423-131-6999
5 972,2023-08-25 18:10:00,6 999,61,7423-131-6999
5 211,2023-07-31 16:15:00,6 999,61,20713-263-6999
5 211,2023-07-31 03:29:00,536,61,20713-263-6999
5 211,2023-07-31 14:11:00,6 999,61,20713-263-6999
5 211,2023-07-31 17:20:00,6 999,61,6999-427-7475
5 211,2023-07-31 16:55:00,6 999,61,6999-427-7475
5 211,2023-07-31 16:05:00,6 999,61,20713-263-6999
5 211,2023-07-31 10:26:00,6 999,61,20713-263-6999
5 211,2023-07-31 10:19:00,6 999,61,20713-263-6999
5 211,2023-07-31 21:49:00,7 464,61,6999-427-7475
5 211,2023-07-31 02:30:00,4 598,61,20713-263-6999
5 211,2023-07-31 20:40:00,6 999,61,6999-427-7475
5 211,2023-07-31 09:28:00,6 999,61,20713-263-6999
5 211,2023-07-31 08:58:00,6 999,61,20713-263-6999
5 211,2023-07-31 08:33:00,6 999,61,20713-263-6999
5 211,2023-07-31 08:01:01,6 999,61,20713-263-6999
5 211,2023-07-31 08:01:00,6 999,61,20713-263-6999
5 211,2023-07-30 02:23:00,5 091,61,1043-198-20713
5 211,2023-07-30 01:32:00,5 066,61,1043-198-20713
6 175,2023-07-07 13:23:00,65,61,7475-269-62
6 175,2023-07-06 02:23:00,6 999,61,7464-024-6999
6 175,2023-07-06 03:35:00,6 999,61,6999-392-7475
6 175,2023-07-06 02:51:00,6 999,61,6999-392-7475
6 175,2023-07-06 02:50:00,6 999,61,6999-392-7475
6 175,2023-07-06 02:06:00,6 999,61,7464-024-6999
6 175,2023-07-06 06:08:00,7 464,61,6999-392-7475
6 175,2023-07-06 04:45:00,6 999,61,6999-392-7475
6 175,2023-07-05 23:20:00,6 999,61,7464-024-6999
6 175,2023-07-05 02:37:00,7 464,61,7464-024-6999
6 175,2023-07-05 23:41:00,6 999,61,7464-024-6999
6 175,2023-07-05 02:30:00,7 464,61,6999-132-7464
6 175,2023-07-05 02:32:00,7 464,61,7464-024-6999
6 175,2023-07-05 15:25:00,6 999,61,7464-024-6999
6 175,2023-07-05 15:21:00,6 999,61,7464-024-6999
6 175,2023-07-05 02:31:00,7 464,61,6999-132-7464
6 175,2023-07-05 11:00:00,7 464,61,7464-024-6999
6 175,2023-07-05 13:39:00,6 999,61,7464-024-6999
6 175,2023-07-05 13:09:01,6 999,61,7464-024-6999
6 175,2023-07-05 13:09:00,6 999,61,7464-024-6999
6 175,2023-07-05 13:01:01,6 999,61,7464-024-6999
6 175,2023-07-05 13:01:00,6 999,61,7464-024-6999
8 207,2023-08-31 15:19:00,7 466,61,6999-476-7475
8 207,2023-08-31 14:44:00,7 466,61,6999-476-7475
5 972,2023-08-26 05:46:00,7 466,61,6999-467-7475
5 211,2023-07-31 22:06:00,7 466,61,6999-427-7475
5 211,2023-07-31 07:05:00,7 033,61,20713-263-6999
5 211,2023-07-31 02:18:00,4 574,61,20713-263-6999
5 211,2023-07-31 02:06:00,4 574,61,20713-263-6999
5 211,2023-07-30 00:57:00,4 639,61,1043-198-20713
6 175,2023-07-06 06:25:00,7 466,61,6999-392-7475
8 207,2023-08-31 13:53:00,7 000,61,6999-476-7475
8 207,2023-08-31 13:29:00,7 000,61,6999-476-7475
8 207,2023-08-30 09:00:00,7 000,61,20701-447-6999
8 207,2023-08-29 23:04:00,6 497,61,20701-447-6999
8 207,2023-08-29 22:39:00,6 484,61,20701-447-6999
8 207,2023-08-27 05:15:00,6 484,61,6479-005-6484
8 207,2023-08-27 05:30:00,6 484,61,6484-500-6999
8 207,2023-08-27 05:15:00,6 484,61,6484-500-6522
8 207,2023-08-27 05:04:00,6 484,61,6479-005-6484
8 207,2023-08-27 06:28:00,6 484,61,6484-047-20701
8 207,2023-08-27 06:06:00,6 484,61,6484-500-6999
8 207,2023-08-27 05:05:00,6 484,61,6479-005-6484
8 207,2023-08-27 07:29:00,6 484,61,6484-047-20701
5 972,2023-08-26 04:54:00,7 000,61,6999-467-7475
5 972,2023-08-26 04:40:00,7 000,61,6999-467-7475
5 972,2023-08-25 18:02:00,7 000,61,7423-131-6999
5 972,2023-08-25 16:25:00,7 417,61,7423-131-6999
5 972,2023-08-25 17:51:00,7 000,61,7423-131-6999
5 972,2023-08-25 15:20:00,7 417,61,7423-131-6999
5 211,2023-07-31 21:14:00,7 000,61,6999-427-7475
5 211,2023-07-31 21:04:00,7 000,61,6999-427-7475
5 211,2023-07-30 03:01:00,5 097,61,1043-198-20713
5 211,2023-07-30 02:43:00,5 094,61,1043-198-20713
5 211,2023-07-30 01:14:00,5 061,61,1043-198-20713
6 175,2023-07-06 05:40:00,7 000,61,6999-392-7475
6 175,2023-07-06 05:24:00,7 000,61,6999-392-7475
6 175,2023-07-05 12:23:00,7 000,61,7464-024-6999
6 175,2023-07-05 11:38:00,7 000,61,7464-024-6999
8 207,2023-08-31 15:40:00,7 468,61,6999-476-7475
8 207,2023-08-31 14:29:00,7 465,61,6999-476-7475
8 207,2023-08-30 07:47:00,7 452,61,20701-447-6999
8 207,2023-08-29 22:10:00,6 480,61,20701-447-6999
5 972,2023-08-27 16:50:00,61,61,62-096-61
5 972,2023-08-27 16:09:00,61,61,62-096-61
8 207,2023-08-27 08:05:00,6 480,61,6484-047-20701
5 972,2023-08-27 17:56:00,61,61,62-096-61
5 972,2023-08-27 15:56:00,61,61,62-096-61
5 972,2023-08-26 06:04:00,7 468,61,6999-467-7475
5 972,2023-08-26 05:36:00,7 465,61,6999-467-7475
5 211,2023-08-02 14:00:00,61,61,62-053-61
5 211,2023-08-02 08:00:00,61,61,62-053-61
5 211,2023-08-02 10:20:00,61,61,62-053-61
5 211,2023-08-01 21:43:00,61,61,62-053-61
5 211,2023-07-31 00:41:00,20 713,61,20713-263-6999
5 211,2023-07-31 22:22:00,7 468,61,6999-427-7475
5 211,2023-07-31 21:56:00,7 465,61,6999-427-7475
5 211,2023-07-31 01:45:00,4 569,61,20713-263-6999
5 211,2023-07-31 01:30:00,20 713,61,20713-263-6999
5 211,2023-07-30 23:24:00,20 713,61,1043-198-20713
5 211,2023-07-30 19:48:00,20 713,61,1043-198-20713
5 211,2023-07-30 23:56:01,20 713,61,20713-263-6999
5 211,2023-07-30 23:56:00,20 713,61,20713-263-6999
5 211,2023-07-30 23:25:00,20 713,61,20713-263-6999
5 211,2023-07-30 08:02:00,20 713,61,1043-198-20713
5 211,2023-07-30 05:03:00,20 713,61,1043-198-20713
5 211,2023-07-30 04:43:01,20 713,61,1043-198-20713
5 211,2023-07-30 04:43:00,20 713,61,1043-198-20713
5 211,2023-07-30 04:25:01,20 713,61,1043-198-20713
5 211,2023-07-30 04:25:00,20 713,61,1043-198-20713
5 211,2023-07-29 03:56:00,1 052,61,1052-373-1043
5 211,2023-07-29 03:59:00,1 052,61,1052-373-1043
5 211,2023-07-29 03:55:00,1 052,61,1052-373-1043
5 211,2023-07-29 05:21:00,1 052,61,1052-373-1043
5 211,2023-07-28 17:45:00,1 052,61,1052-373-1043
5 211,2023-07-28 17:44:00,1 052,61,1052-373-1043
5 211,2023-07-28 06:14:00,1 052,61,1052-373-1043
5 211,2023-07-28 01:15:00,5 108,61,5108-311-1052
5 211,2023-07-28 01:24:00,1 052,61,5108-311-1052
5 211,2023-07-28 01:18:00,5 108,61,5108-311-1052
5 211,2023-07-28 01:22:00,1 052,61,5108-311-1052
5 211,2023-07-27 18:46:00,5 108,61,1052-152-5108
5 211,2023-07-27 22:30:00,5 108,61,1052-152-5108
6 175,2023-07-08 12:50:00,61,61,62-903-61
6 175,2023-07-08 14:35:00,61,61,62-903-61
6 175,2023-07-08 13:10:00,61,61,62-903-61
6 175,2023-07-08 12:35:00,61,61,62-903-61
6 175,2023-07-06 06:43:00,7 468,61,6999-392-7475
6 175,2023-07-06 06:15:00,7 465,61,6999-392-7475
8 207,2023-08-30 08:03:00,7 447,61,20701-447-6999
8 207,2023-08-30 05:35:00,6 542,61,20701-447-6999
8 207,2023-08-30 05:13:00,6 522,61,20701-447-6999
8 207,2023-08-30 04:59:00,6 522,61,20701-447-6999
8 207,2023-08-30 04:31:00,6 522,61,20701-447-6999
8 207,2023-08-29 23:57:00,6 522,61,20701-447-6999
5 972,2023-08-25 17:20:00,7 447,61,7423-131-6999
5 211,2023-07-31 02:41:00,4 596,61,20713-263-6999
8 207,2023-08-31 14:05:00,7 461,61,6999-476-7475
8 207,2023-08-30 08:18:00,7 006,61,20701-447-6999
8 207,2023-08-30 05:48:00,6 544,61,20701-447-6999
8 207,2023-08-29 21:16:00,6 059,61,20701-447-6999
5 972,2023-08-27 01:05:00,62,61,7475-330-62
5 972,2023-08-27 13:56:00,62,61,62-096-61
5 972,2023-08-27 09:00:00,62,61,7475-330-62
8 207,2023-08-27 08:55:00,6 059,61,6484-047-20701
5 972,2023-08-27 15:48:00,62,61,62-096-61
5 972,2023-08-27 00:53:00,62,61,7475-330-62
5 972,2023-08-26 05:07:00,7 461,61,6999-467-7475
5 972,2023-08-25 13:21:00,7 423,61,7423-131-6999
5 972,2023-08-25 06:22:00,7 423,61,7423-131-6999
5 972,2023-08-25 17:32:00,7 006,61,7423-131-6999
5 972,2023-08-25 15:15:00,7 423,61,7423-131-6999
5 972,2023-08-24 16:49:00,7 423,61,1125-322-7423
5 972,2023-08-24 22:50:00,7 423,61,1125-322-7423
5 211,2023-08-01 20:53:00,62,61,62-053-61
5 211,2023-08-01 18:30:00,62,61,7475-311-62
5 211,2023-08-01 21:34:00,62,61,62-053-61
5 211,2023-08-01 18:23:00,62,61,7475-311-62
5 211,2023-07-31 05:50:00,7 027,61,20713-263-6999
5 211,2023-07-31 21:29:00,7 461,61,6999-427-7475
5 211,2023-07-31 02:01:00,4 571,61,20713-263-6999
5 211,2023-07-31 06:14:00,7 027,61,20713-263-6999
5 211,2023-07-30 00:11:00,1 043,61,1043-198-20713
5 211,2023-07-30 03:54:00,5 107,61,1043-198-20713
5 211,2023-07-30 03:16:00,5 099,61,1043-198-20713
5 211,2023-07-30 00:45:00,1 043,61,1043-198-20713
5 211,2023-07-29 21:08:00,1 043,61,1052-373-1043
5 211,2023-07-29 15:42:00,1 043,61,1052-373-1043
5 211,2023-07-29 21:08:01,1 043,61,1052-373-1043
5 211,2023-07-29 23:11:00,1 043,61,1043-198-20713
5 211,2023-07-29 21:11:00,1 043,61,1043-198-20713
5 211,2023-07-29 21:10:00,1 043,61,1043-198-20713
5 211,2023-07-29 21:08:00,1 043,61,1043-198-20713
5 211,2023-07-29 11:14:00,1 043,61,1052-373-1043
5 211,2023-07-29 10:40:01,1 043,61,1052-373-1043
5 211,2023-07-29 10:40:00,1 043,61,1052-373-1043
5 211,2023-07-29 10:03:00,1 043,61,1052-373-1043
5 211,2023-07-29 08:00:01,1 043,61,1052-373-1043
5 211,2023-07-29 08:00:00,1 043,61,1052-373-1043
5 211,2023-07-29 05:43:00,1 043,61,1052-373-1043
6 175,2023-07-08 10:04:00,62,61,62-903-61
6 175,2023-07-08 04:21:00,62,61,62-903-61
6 175,2023-07-08 12:27:00,62,61,62-903-61
6 175,2023-07-07 14:04:00,62,61,7475-269-62
6 175,2023-07-07 13:40:00,62,61,7475-269-62
6 175,2023-07-06 05:50:00,7 461,61,6999-392-7475
6 175,2023-07-05 11:22:00,7 461,61,7464-024-6999
8 207,2023-08-31 14:10:00,7 462,61,6999-476-7475
8 207,2023-08-30 07:40:00,7 455,61,20701-447-6999
8 207,2023-08-29 17:32:00,20 701,61,6484-047-20701
8 207,2023-08-29 18:40:00,20 701,61,20701-447-6999
8 207,2023-08-29 17:59:00,20 701,61,20701-447-6999
8 207,2023-08-29 17:39:00,20 701,61,20701-447-6999
8 207,2023-08-29 17:37:00,20 701,61,20701-447-6999
8 207,2023-08-29 17:35:00,20 701,61,6484-047-20701
8 207,2023-08-29 15:41:00,20 701,61,6484-047-20701
8 207,2023-08-29 15:20:00,20 701,61,6484-047-20701
8 207,2023-08-29 21:00:00,20 701,61,20701-447-6999
8 207,2023-08-27 21:05:00,20 701,61,6484-047-20701
8 207,2023-08-27 21:04:00,20 701,61,6484-047-20701
